2017 Data View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,,,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0104,Local CCP,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage (PPO),BlueCross BlueShield of Alabama,75%,74%,74,67%,86%,47%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,65%,69%,95%,77%,77%,80%,56%,12%,86,72,92,86,83,84,0.04,3%,100,Medicare shows only a Star Rating for this topic,98%,93%,98%,92%,0.6,90%,0.04,3%,100,Medicare shows only a Star Rating for this topic,79,91,99,8%,79%,82%,77%,37.4%
H0107,Local CCP,HEALTH CARE SERVICE CORPORATION,Blue Cross and Blue Shield of Montana,Health Care Service Corporation,Not enough data available,46%,67,Plan too new to be measured,Plan too new to be measured,46%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,62%,92%,60%,57%,82%,52%,10%,84,77,84,85,81,86,0.39,4%,100,Not enough data available,89%,68%,95%,97%,0.0,91%,0.39,4%,100,Not enough data available,80,92,99,5%,83%,84%,80%,50.9%
H0137,Demo,"COMMONWEALTH CARE ALLIANCE, INC.","Commonwealth Care Alliance, Inc.","Commonwealth Care Alliance, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,No data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0141,Local CCP,"MCLAREN HEALTH PLAN, INC.",McLaren Advantage (HMO),McLaren Health Care Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,94%,96%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,100,Not enough data available,Plan too small to be measured,Plan too small to be measured,99,8%,No data available,87%,67%,50.0%
H0147,Demo,"HEALTHKEEPERS, INC.",Anthem HealthKeepers,Anthem Inc.,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H0148,Demo,CARE1ST HEALTH PLAN,Care1st Health Plan,California Physicians' Service,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0150,Local CCP,"HEALTHSPRING OF ALABAMA, INC.",Cigna-HealthSpring,CIGNA,82%,83%,60,66%,84%,40%,99%,84.5%,95%,96%,97%,85%,80%,98%,85%,70%,73%,61%,12%,84,73,87,87,86,84,0.14,9%,80,Medicare shows only a Star Rating for this topic,CMS identified issues with this plan's data,CMS identified issues with this plan's data,Not enough data available,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.14,9%,80,Medicare shows only a Star Rating for this topic,86,93,99,3%,72%,75%,71%,55.0%
H0154,Local CCP,"VIVA HEALTH, INC.",VIVA Medicare,UAB Health System,74%,76%,65,70%,80%,46%,97%,65.2%,96%,89%,93%,44%,68%,95%,74%,73%,72%,57%,8%,87,74,91,87,89,84,0.06,7%,100,Medicare shows only a Star Rating for this topic,99%,89%,90%,90%,0.4,100%,0.06,7%,100,Medicare shows only a Star Rating for this topic,87,93,98,5%,76%,78%,74%,53.8%
H0174,Local CCP,"TODAY'S OPTIONS OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,100%,98%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0192,Demo,"AMERIHEALTH MICHIGAN, INC.",AmeriHealth Caritas VIP Care Plus,"Independence Health Group, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Not enough data available,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H0251,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,64%,62,68%,84%,42%,94%,67.6%,90%,72%,93%,29%,67%,98%,68%,58%,67%,59%,12%,86,77,93,86,91,87,0.12,9%,100,Medicare shows only a Star Rating for this topic,92%,92%,99%,98%,1.4,80%,0.12,9%,100,Medicare shows only a Star Rating for this topic,89,95,98,10%,72%,72%,71%,59.3%
H0281,Demo,ILLINICARE HEALTH PLAN,IlliniCare Health,Centene Corporation,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Not enough data available,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,No data available,Not enough data available,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H0294,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",77%,70%,69,69%,88%,41%,96%,70.1%,93%,79%,93%,57%,71%,97%,72%,71%,91%,45%,13%,86,80,85,84,79,87,0.22,22%,100,Medicare shows only a Star Rating for this topic,95%,95%,100%,100%,1.4,Not enough data available,0.22,22%,100,Medicare shows only a Star Rating for this topic,78,89,98,3%,81%,84%,79%,63.2%
H0302,Local CCP,"MEDISUN, INC.",Blue Cross Blue Shield of Arizona Advantage,"Veritage, LLC",78%,70%,74,71%,85%,52%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25%,61%,97%,76%,70%,73%,55%,11%,82,75,87,84,84,85,0.20,10%,80,Medicare shows only a Star Rating for this topic,69%,83%,99%,99%,4.6,72%,0.20,10%,80,Medicare shows only a Star Rating for this topic,85,93,99,10%,81%,83%,79%,28.8%
H0321,Local CCP,"ARIZONA PHYSICIANS IPA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,61%,68,74%,81%,49%,91%,67.4%,38%,36%,37%,30%,74%,96%,65%,61%,74%,63%,11%,79,73,85,85,87,82,0.14,7%,100,Medicare shows only a Star Rating for this topic,97%,92%,99%,97%,2.2,93%,0.14,7%,100,Medicare shows only a Star Rating for this topic,85,89,98,6%,72%,73%,70%,57.5%
H0332,Local CCP,"KS PLAN ADMINISTRATORS, LLC",KelseyCare Advantage,"Kelsey-Seybold Medical Group, PLLC",84%,77%,79,73%,86%,62%,99%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,52%,77%,99%,85%,85%,83%,60%,10%,89,82,93,91,93,90,0.07,4%,80,Medicare shows only a Star Rating for this topic,100%,98%,82%,88%,0.0,Not enough data available,0.07,4%,80,Medicare shows only a Star Rating for this topic,88,94,98,5%,82%,85%,81%,84.3%
H0336,Demo,"HUMANA HEALTH PLAN, INC.",Humana Gold Plus Integrated,Humana Inc.,No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,No data available,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,No data available,No data available,No data available,No data available,No data available,No data available
H0351,Local CCP,"HEALTH NET OF ARIZONA, INC.","Health Net of Arizona, Inc.",Centene Corporation,71%,64%,64,70%,80%,46%,92%,48.7%,100%,89%,93%,43%,58%,98%,77%,50%,74%,58%,12%,76,74,85,81,80,84,0.27,38%,40,Medicare shows only a Star Rating for this topic,95%,86%,98%,95%,1.6,80%,0.27,38%,40,Medicare shows only a Star Rating for this topic,82,89,98,4%,78%,81%,78%,48.8%
H0354,Local CCP,"CIGNA HEALTHCARE OF ARIZONA, INC.",Cigna,CIGNA,84%,84%,76,71%,82%,49%,99%,No data available,No data available,No data available,No data available,65%,81%,98%,89%,85%,82%,58%,10%,85,79,90,87,88,89,0.16,5%,80,Medicare shows only a Star Rating for this topic,CMS identified issues with this plan's data,CMS identified issues with this plan's data,Not enough data available,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.16,5%,80,Medicare shows only a Star Rating for this topic,88,94,98,2%,81%,84%,82%,87.5%
H0423,Local CCP,"METROPLUS HEALTH PLAN, INC.",MetroPlus Health Plan,New York City Health and Hospitals Corporation,84%,70%,77,68%,82%,56%,94%,44.0%,90%,70%,91%,Not enough data available,73%,97%,79%,72%,85%,69%,15%,78,65,83,83,86,82,0.11,18%,80,Medicare shows only a Star Rating for this topic,100%,94%,86%,88%,0.0,Not enough data available,0.11,18%,80,Medicare shows only a Star Rating for this topic,86,88,99,3%,75%,75%,68%,36.1%
H0439,Local CCP,"CIGNA HEALTHCARE OF GEORGIA, INC.",Cigna-HealthSpring,CIGNA,Not enough data available,67%,64,Plan too new to be measured,Plan too new to be measured,51%,95%,91.4%,88%,94%,98%,Not enough data available,66%,98%,76%,48%,77%,52%,14%,84,74,86,86,82,87,0.39,13%,80,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,Not enough data available,Not enough data available,CMS identified issues with this plan's data,CMS identified issues with this plan's data,0.39,13%,80,Medicare shows only a Star Rating for this topic,83,92,99,4%,71%,74%,71%,60.8%
H0480,Demo,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC.",Meridian Complete,"Caidan Enterprises, Inc.",No data available,No data available,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,No data available,No data available,No data available,No data available,No data available,No data available,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,No data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,No data available,No data available,No data available,No data available
H0490,Local CCP,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,"Molina Healthcare, Inc.,",66%,48%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,89%,41.1%,76%,50%,75%,Not enough data available,57%,No data available,52%,52%,Not enough data available,Not enough data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,90%,92%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,80,Medicare shows only a Star Rating for this topic,Plan too small to be measured,Plan too small to be measured,99,4%,68%,67%,64%,54.4%
H0502,1876 Cost,THE CONTRA COSTA HEALTH PLAN,Contra Costa Health Plan,Contra Costa Health Services,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure
H0504,Local CCP,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,California Physicians' Service,78%,78%,70,72%,81%,53%,95%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,34%,75%,99%,81%,76%,74%,51%,10%,83,76,89,87,86,85,0.30,8%,100,Medicare shows only a Star Rating for this topic,93%,87%,91%,96%,3.1,53%,0.30,8%,100,Medicare shows only a Star Rating for this topic,85,91,99,6%,79%,82%,78%,26.9%
H0523,Local CCP,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Inc.,78%,73%,67,63%,81%,48%,100%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,70%,77%,98%,86%,76%,74%,52%,10%,82,73,84,84,85,81,0.22,10%,40,Medicare shows only a Star Rating for this topic,66%,83%,98%,99%,3.8,90%,0.22,10%,40,Medicare shows only a Star Rating for this topic,82,88,99,5%,78%,80%,77%,42.4%
