sex,sex_orientation,race,edu,coverage,citizen,income_sqrt
Male,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,Master's degree,Covered,US Citizen,273.8612787525831
Male,Straight,White,Bachelor's degree,Covered,US Citizen,232.379000772445
Male,Gay/Lesbian,White,Bachelor's degree,Covered,US Citizen,360.5551275463989
Female,Straight,White,Associate degree,Covered,US Citizen,183.3030277982336
Male,Straight,White,High school graduate,Covered,US Citizen,264.5751311064591
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,141.4213562373095
Male,Straight,Asian,Less than a high school diploma,Covered,Non-US Citizen,126.49110640673517
Male,Straight,White,"Some college, no degree",Covered,US Citizen,374.16573867739413
Female,Straight,White,Master's degree,Covered,US Citizen,181.6590212458495
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,54.772255750516614
Female,Straight,Asian,Master's degree,Covered,US Citizen,435.88989435406734
Male,Straight,Black/African American,Bachelor's degree,Not covered,Non-US Citizen,387.2983346207417
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,264.5751311064591
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,212.13203435596427
Male,Straight,White,High school graduate,Covered,US Citizen,301.4962686336267
Female,Straight,White,Bachelor's degree,Covered,US Citizen,331.66247903554
Female,Straight,Asian,High school graduate,Covered,US Citizen,223.60679774997897
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,264.5751311064591
Female,Straight,White,High school graduate,Covered,US Citizen,104.88088481701516
Female,Straight,White,Bachelor's degree,Covered,US Citizen,353.5533905932738
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,321.31759989144695
Female,Straight,White,High school graduate,Covered,US Citizen,178.88543819998318
Male,Straight,White,"Some college, no degree",Covered,US Citizen,126.49110640673517
Male,Straight,White,High school graduate,Covered,US Citizen,331.66247903554
Male,Straight,White,High school graduate,Covered,US Citizen,300
Male,Straight,White,Bachelor's degree,Covered,US Citizen,441.5880433163923
Female,Straight,White,"Some college, no degree",Covered,US Citizen,346.41016151377545
Male,Straight,White,Master's degree,Covered,US Citizen,374.16573867739413
Female,Straight,White,Bachelor's degree,Covered,US Citizen,313.04951684997053
Female,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Bachelor's degree,Covered,US Citizen,346.41016151377545
Female,Straight,Asian,High school graduate,Covered,US Citizen,244.94897427831782
Female,Straight,Hispanic,Bachelor's degree,Not covered,US Citizen,187.08286933869707
Female,Straight,White,Bachelor's degree,Covered,US Citizen,158.11388300841898
Male,Straight,Asian,Master's degree,Covered,US Citizen,447.21359549995793
Male,Straight,White,Associate degree,Covered,US Citizen,111.12155506471281
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,146.9693845669907
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,207.3644135332772
Female,Straight,White,Associate degree,Covered,US Citizen,127.79671357276759
Male,Straight,White,GED or equivalent,Covered,US Citizen,137.84048752090223
Female,Straight,White,High school graduate,Covered,US Citizen,212.13203435596427
Female,Straight,White,"Some college, no degree",Covered,US Citizen,189.73665961010275
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,289.8275349237888
Female,Straight,White,Master's degree,Covered,US Citizen,234.5207879911715
Male,Straight,Hispanic,Master's degree,Covered,US Citizen,303.31501776206204
Male,Straight,White,Master's degree,Covered,US Citizen,304.9590136395381
Male,Straight,White,"Some college, no degree",Covered,US Citizen,109.54451150103323
Male,Straight,White,"Some college, no degree",Covered,US Citizen,234.5207879911715
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Female,Straight,White,Associate degree,Covered,US Citizen,194.34762668990842
Female,Straight,Asian,Master's degree,Covered,Non-US Citizen,213.96495040076073
Female,Straight,White,High school graduate,Covered,US Citizen,134.16407864998737
Female,Straight,White,"Some college, no degree",Covered,US Citizen,98.99494936611666
Male,Straight,White,Bachelor's degree,Covered,US Citizen,209.76176963403032
Male,Straight,White,High school graduate,Covered,US Citizen,210.95023109728987
Male,Straight,White,"Some college, no degree",Covered,US Citizen,400
Male,Straight,White,High school graduate,Covered,US Citizen,223.60679774997897
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,331.66247903554
Male,Straight,Hispanic,"Some college, no degree",Not covered,Non-US Citizen,134.16407864998737
Female,Straight,White,Less than a high school diploma,Covered,US Citizen,200
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,141.4213562373095
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,158.11388300841898
Male,Straight,White,Bachelor's degree,Covered,US Citizen,200
Male,Gay/Lesbian,Hispanic,High school graduate,Not covered,Non-US Citizen,187.08286933869707
Male,Straight,White,Master's degree,Covered,US Citizen,282.842712474619
Female,Straight,White,High school graduate,Covered,US Citizen,212.13203435596427
Female,Straight,White,Bachelor's degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,Bachelor's degree,Covered,US Citizen,223.60679774997897
Female,Straight,White,Bachelor's degree,Covered,US Citizen,418.33001326703777
Male,Straight,Hispanic,Associate degree,Covered,US Citizen,387.2983346207417
Male,Straight,White,Associate degree,Covered,Non-US Citizen,244.94897427831782
Male,Straight,White,Master's degree,Not covered,US Citizen,137.84048752090223
Male,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Gay/Lesbian,White,Bachelor's degree,Covered,US Citizen,200
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,212.13203435596427
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,148.32396974191326
Male,Straight,Hispanic,High school graduate,Not covered,Non-US Citizen,189.73665961010275
Male,Straight,Black/African American,Associate degree,Not covered,US Citizen,244.94897427831782
Female,Gay/Lesbian,White,"Some college, no degree",Covered,US Citizen,469.041575982343
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,109.54451150103323
Male,Straight,White,Bachelor's degree,Covered,US Citizen,291.547594742265
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,American Indian and Alaska Native,Bachelor's degree,Covered,US Citizen,273.8612787525831
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,331.66247903554
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,109.54451150103323
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,291.547594742265
Female,Straight,Black/African American,Less than a high school diploma,Covered,US Citizen,122.47448713915891
Male,Straight,Hispanic,Bachelor's degree,Covered,Non-US Citizen,167.2423391369542
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,282.842712474619
Female,Straight,Hispanic,"Some college, no degree",Covered,Non-US Citizen,224.78434109163388
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Bachelor's degree,Covered,US Citizen,388.2280257786653
Male,Straight,White,Professional school degree,Covered,US Citizen,469.041575982343
Male,Straight,Asian,Associate degree,Covered,US Citizen,100
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,387.2983346207417
Male,Straight,White,Professional school degree,Covered,US Citizen,316.22776601683796
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,214.47610589527216
Male,Straight,White,High school graduate,Covered,Non-US Citizen,154.91933384829667
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,387.2983346207417
Female,Straight,Asian,Master's degree,Covered,Non-US Citizen,316.22776601683796
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,243.2714533191266
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,353.5533905932738
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,339.1164991562634
Female,Straight,White,Bachelor's degree,Covered,US Citizen,331.66247903554
Male,Bisexual,Hispanic,"Some college, no degree",Covered,US Citizen,200
Female,Gay/Lesbian,Hispanic,High school graduate,Not covered,US Citizen,181.6590212458495
Female,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,154.91933384829667
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,137.84048752090223
Male,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,282.842712474619
Male,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,167.33200530681512
Male,Gay/Lesbian,Hispanic,High school graduate,Covered,US Citizen,232.91414727319594
Female,Straight,White,High school graduate,Covered,US Citizen,304.03947112176076
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,447.21359549995793
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,339.1164991562634
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,374.16573867739413
Female,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,212.13203435596427
Male,Straight,White,Bachelor's degree,Covered,US Citizen,403.732584763727
Male,Straight,White,Associate degree,Covered,US Citizen,254.95097567963924
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,346.41016151377545
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,120
Male,Straight,Hispanic,High school graduate,Not covered,US Citizen,0
Male,Straight,White,"Some college, no degree",Covered,US Citizen,181.6590212458495
Female,Straight,Black/African American,High school graduate,Covered,US Citizen,200
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,244.94897427831782
Female,Straight,Hispanic,High school graduate,Covered,US Citizen,187.08286933869707
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,141.4213562373095
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,286.35642126552705
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,387.2983346207417
Female,Straight,White,Master's degree,Covered,US Citizen,300
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,154.91933384829667
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,387.2983346207417
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,400
Male,Straight,White,Associate degree,Covered,US Citizen,331.66247903554
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,391.18793437425956
Female,Straight,White,Less than a high school diploma,Not covered,Non-US Citizen,132.2724461102916
Female,Straight,White,"Some college, no degree",Covered,US Citizen,111.79892664958818
Female,Straight,Asian,"Some college, no degree",Covered,US Citizen,141.4213562373095
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,"Some college, no degree",Covered,US Citizen,109.54451150103323
Female,Straight,White,High school graduate,Covered,US Citizen,204.93901531919198
Female,Straight,Hispanic,Never attended/kindergarten only,Covered,Non-US Citizen,189.73665961010275
Male,Straight,White,Bachelor's degree,Covered,US Citizen,109.08712114635715
Male,Straight,White,GED or equivalent,Covered,US Citizen,258.8435821108957
Male,Straight,White,Associate degree,Covered,US Citizen,100
Female,Straight,White,"Some college, no degree",Covered,US Citizen,178.88543819998318
Male,Straight,White,Master's degree,Covered,US Citizen,346.41016151377545
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,387.2983346207417
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,273.8612787525831
Male,Straight,White,Master's degree,Covered,US Citizen,424.26406871192853
Male,Straight,White,Doctoral degree,Covered,US Citizen,374.16573867739413
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,Hispanic,Associate degree,Covered,US Citizen,254.95097567963924
Male,Gay/Lesbian,Hispanic,Bachelor's degree,Covered,US Citizen,244.94897427831782
Male,Straight,White,Associate degree,Covered,US Citizen,173.20508075688772
Male,Straight,White,Bachelor's degree,Covered,US Citizen,264.5751311064591
Female,Straight,White,High school graduate,Covered,US Citizen,273.81563140186137
Male,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Male,Straight,White,Doctoral degree,Covered,US Citizen,447.2415454762672
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,316.22776601683796
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,273.8612787525831
Male,Straight,Asian,Master's degree,Covered,Non-US Citizen,469.041575982343
Male,Straight,Asian,Master's degree,Covered,US Citizen,447.21359549995793
Male,Straight,Asian,Doctoral degree,Covered,Non-US Citizen,400
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,400
Female,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Female,Straight,White,"Some college, no degree",Covered,US Citizen,447.21359549995793
Female,Straight,White,Associate degree,Covered,US Citizen,173.20508075688772
Male,Straight,White,Doctoral degree,Covered,US Citizen,316.22776601683796
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,223.60679774997897
Male,Straight,White,Master's degree,Covered,US Citizen,316.22776601683796
Female,Straight,White,Bachelor's degree,Covered,US Citizen,469.041575982343
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,Master's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,Bachelor's degree,Covered,US Citizen,282.842712474619
Male,Straight,White,Bachelor's degree,Covered,US Citizen,331.621772505968
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,201.52667317256046
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,200
Male,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,380.7886552931954
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,212.13203435596427
Female,Straight,Hispanic,"Some college, no degree",Not covered,Non-US Citizen,187.08286933869707
Male,Straight,White,Master's degree,Covered,US Citizen,458.257569495584
Male,Straight,Asian,Master's degree,Covered,US Citizen,269.0241624835955
Male,Straight,White,Associate degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,Associate degree,Not covered,US Citizen,141.4213562373095
Male,Straight,Hispanic,Bachelor's degree,Not covered,US Citizen,264.5751311064591
Male,Straight,White,Associate degree,Covered,US Citizen,254.95097567963924
Male,Straight,White,Associate degree,Covered,US Citizen,122.47448713915891
Male,Straight,White,High school graduate,Covered,US Citizen,221.35943621178654
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,331.66247903554
Female,Straight,White,"Some college, no degree",Covered,US Citizen,148.32396974191326
Female,Straight,White,Bachelor's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,High school graduate,Covered,US Citizen,212.13203435596427
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,109.54451150103323
Female,Straight,White,Associate degree,Covered,US Citizen,109.54451150103323
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,360.5551275463989
Male,Straight,White,High school graduate,Covered,US Citizen,282.842712474619
Female,Gay/Lesbian,Asian,Bachelor's degree,Covered,US Citizen,223.60679774997897
Male,Straight,White,Less than a high school diploma,Covered,US Citizen,244.94897427831782
Male,Straight,White,Master's degree,Covered,US Citizen,447.21359549995793
Female,Straight,White,Less than a high school diploma,Covered,US Citizen,173.20508075688772
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,154.91933384829667
Female,Straight,White,Associate degree,Covered,US Citizen,308.2207001484488
Female,Straight,Hispanic,Associate degree,Covered,US Citizen,469.041575982343
Female,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Male,Gay/Lesbian,Hispanic,Bachelor's degree,Covered,Non-US Citizen,219.08902300206645
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,151.90128373387765
Female,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,241.911140710799
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,105.64090116995405
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,191.74722944543424
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,424.26406871192853
Female,Straight,White,Bachelor's degree,Covered,US Citizen,244.94897427831782
Male,Straight,Asian,Bachelor's degree,Covered,US Citizen,346.41016151377545
Female,Straight,White,Master's degree,Covered,US Citizen,228.0350850198276
Female,Straight,White,High school graduate,Covered,US Citizen,212.13203435596427
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,212.13203435596427
Male,Something else,White,High school graduate,Covered,US Citizen,319.1300675273328
Female,Straight,Hispanic,Less than a high school diploma,Covered,Non-US Citizen,151.65750888103102
Male,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,264.5751311064591
Female,Straight,White,Bachelor's degree,Covered,US Citizen,447.21359549995793
Male,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,207.3644135332772
Male,Straight,White,High school graduate,Covered,US Citizen,244.94897427831782
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,387.2983346207417
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,200
Female,Straight,White,High school graduate,Covered,US Citizen,400
Female,Straight,White,"Some college, no degree",Covered,US Citizen,200
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,331.66247903554
Female,Straight,White,"Some college, no degree",Covered,US Citizen,230.91773426915483
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,234.5207879911715
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,360.5551275463989
Female,Bisexual,White,Master's degree,Covered,US Citizen,353.5533905932738
Female,Straight,White,Bachelor's degree,Covered,US Citizen,200
Female,Straight,White,Bachelor's degree,Covered,US Citizen,325.5764119219941
Female,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,109.54451150103323
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,223.60679774997897
Female,Straight,Hispanic,Associate degree,Not covered,US Citizen,254.95097567963924
Female,Straight,White,Associate degree,Covered,US Citizen,146.9693845669907
Female,Straight,White,Master's degree,Covered,US Citizen,164.31676725154983
Male,Straight,Black/African American,"Some college, no degree",Covered,US Citizen,106.7707825203131
Female,Straight,Black/African American,Bachelor's degree,Covered,US Citizen,173.20508075688772
Male,Straight,White,High school graduate,Covered,US Citizen,346.41016151377545
Female,Straight,White,High school graduate,Covered,US Citizen,360.5551275463989
Male,Straight,White,GED or equivalent,Covered,US Citizen,126.49110640673517
Female,Straight,American Indian and Alaska Native,"Some college, no degree",Covered,US Citizen,223.60679774997897
Female,Straight,White,Bachelor's degree,Covered,US Citizen,289.8275349237888
Female,Straight,White,Bachelor's degree,Covered,US Citizen,291.547594742265
Female,Straight,White,"Some college, no degree",Covered,US Citizen,187.08286933869707
Female,Straight,White,High school graduate,Covered,US Citizen,250.5673562138532
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,223.60679774997897
Male,Straight,Asian,Master's degree,Covered,US Citizen,469.041575982343
Female,Straight,Asian,Bachelor's degree,Covered,Non-US Citizen,469.041575982343
Male,Straight,White,Master's degree,Covered,Non-US Citizen,469.041575982343
Female,Straight,White,Bachelor's degree,Covered,US Citizen,154.91933384829667
Male,Straight,White,Bachelor's degree,Covered,US Citizen,316.22776601683796
Male,Straight,Black/African American,High school graduate,Covered,US Citizen,100
Male,Straight,Hispanic,High school graduate,Covered,US Citizen,282.842712474619
Female,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,149.56603892595405
Male,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,244.94897427831782
Male,Straight,White,High school graduate,Covered,US Citizen,158.11388300841898
Male,Straight,White,High school graduate,Covered,US Citizen,125.23577763562615
Female,Straight,White,"Some college, no degree",Covered,US Citizen,469.041575982343
Male,Straight,White,Associate degree,Covered,US Citizen,346.41016151377545
Female,Straight,Hispanic,Master's degree,Covered,US Citizen,316.22776601683796
Male,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Female,Straight,Hispanic,"Some college, no degree",Covered,US Citizen,210.12139348481392
Female,Straight,White,Bachelor's degree,Covered,US Citizen,378.15340802378074
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,167.33200530681512
Male,Straight,Hispanic,Less than a high school diploma,Not covered,Non-US Citizen,200
Female,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,124.89995996796796
Female,Straight,Hispanic,Less than a high school diploma,Covered,US Citizen,316.22776601683796
Male,Straight,White,Bachelor's degree,Not covered,US Citizen,189.73665961010275
Female,Straight,White,Associate degree,Covered,US Citizen,134.16407864998737
Male,Straight,Hispanic,Bachelor's degree,Covered,US Citizen,324.037034920393
Female,Straight,White,"Some college, no degree",Covered,US Citizen,122.47448713915891
Female,Straight,White,Master's degree,Covered,US Citizen,469.041575982343
Male,Straight,Asian,Master's degree,Covered,US Citizen,400
Male,Straight,Hispanic,High school graduate,Covered,Non-US Citizen,424.26406871192853
Male,Straight,White,Doctoral degree,Covered,US Citizen,469.041575982343
Female,Straight,Asian,Associate degree,Covered,US Citizen,353.5533905932738
Female,Straight,Asian,Master's degree,Covered,US Citizen,447.21359549995793
Female,Straight,Asian,Bachelor's degree,Covered,US Citizen,418.33001326703777
Female,Straight,White,"Some college, no degree",Covered,US Citizen,316.22776601683796
Female,Straight,White,High school graduate,Covered,US Citizen,387.2983346207417
